Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,179,0
01:00 - 02:00,310,0
02:00 - 03:00,308,0
03:00 - 04:00,402,0
04:00 - 05:00,517,0
05:00 - 06:00,513,0
06:00 - 07:00,601,0
07:00 - 08:00,551,0
08:00 - 09:00,654,0
09:00 - 10:00,661,0
10:00 - 11:00,753,0
11:00 - 12:00,756,0
12:00 - 13:00,728,0
13:00 - 14:00,747,0
14:00 - 15:00,764,0
15:00 - 16:00,771,0
16:00 - 17:00,836,0
17:00 - 18:00,823,0
18:00 - 19:00,626,0
19:00 - 20:00,482,0
20:00 - 21:00,370,0
21:00 - 22:00,303,0
22:00 - 23:00,330,0
23:00 - 00:00,417,0
